cgi_chr	cgi_start	cgi_end	cgi_id	gene_chr	gene_start	gene_end	gene_id	strand
NC_133196.1	39568451	39569481	cgi9642	NC_133196.1	39329380	39709336	324961	-
NC_133196.1	39972606	39973175	cgi9643	NC_133196.1	39795435	40246491	560785	-
NC_133196.1	40257254	40258091	cgi9644	NC_133196.1	40251579	40273038	560654	+
NC_133196.1	40297039	40297470	cgi9645	NC_133196.1	40295222	40404840	561288	+
NC_133196.1	40499573	40499775	cgi9646	NC_133196.1	40457185	40637200	561153	-
NC_133196.1	40635218	40635424	cgi9647	NC_133196.1	40457185	40637200	561153	-
NC_133196.1	41251686	41251939	cgi9648	NC_133196.1	41219117	41267424	100000713	-
NC_133196.1	41276876	41277103	cgi9649	NC_133196.1	41270553	41277594	654446	-
NC_133196.1	41336545	41337166	cgi9650	NC_133196.1	41283436	41339141	492764	-
NC_133196.1	41336545	41337166	cgi9650	NC_133196.1	41334496	41416196	562805	+
NC_133196.1	41392432	41392793	cgi9651	NC_133196.1	41334496	41416196	562805	+
NC_133196.1	41392432	41392793	cgi9651	NC_133196.1	41392550	41400453	141379903	-
NC_133196.1	41617817	41618879	cgi9652	NC_133196.1	41615128	41619798	572084	+
NC_133196.1	41886668	41887111	cgi9655	NC_133196.1	41818344	41889100	564098	-
NC_133196.1	42022433	42023049	cgi9656	NC_133196.1	41963147	42025039	378728	-
NC_133196.1	42022433	42023049	cgi9656	NC_133196.1	42020451	42025026	141379899	+
NC_133196.1	42124374	42124906	cgi9657	NC_133196.1	42122385	42147925	324283	+
NC_133196.1	42450340	42450549	cgi9658	NC_133196.1	42408637	42471222	678653	-
NC_133196.1	42544450	42545081	cgi9659	NC_133196.1	42529677	42546993	556978	-
NC_133196.1	42793038	42793657	cgi9660	NC_133196.1	42746796	42794733	556663	+
NC_133196.1	42981993	42982318	cgi9661	NC_133196.1	42967850	43160874	58096	+
NC_133196.1	43681622	43681957	cgi9662	NC_133196.1	43679644	43743047	557912	+
NC_133196.1	43951880	43952579	cgi9663	NC_133196.1	43949973	43975420	327538	+
NC_133196.1	44050495	44050725	cgi9664	NC_133196.1	43996470	44052059	101883158	-
NC_133196.1	44417575	44417800	cgi9665	NC_133196.1	44415680	44418947	30534	+
NC_133196.1	44418092	44418886	cgi9666	NC_133196.1	44415680	44418947	30534	+
NC_133196.1	44815642	44815887	cgi9668	NC_133196.1	44812888	44843587	30531	-
NC_133196.1	44815642	44815887	cgi9668	NC_133196.1	44813916	44831257	137488844	+
NC_133196.1	45180638	45180977	cgi9670	NC_133196.1	45177071	45182933	141379915	-
NC_133196.1	45180638	45180977	cgi9670	NC_133196.1	45178780	45200183	100884139	+
NC_133196.1	45254335	45254576	cgi9671	NC_133196.1	45223857	45257721	100149876	-
NC_133196.1	45254335	45254576	cgi9671	NC_133196.1	45253201	45264473	141379917	+
NC_133196.1	45310981	45311249	cgi9672	NC_133196.1	45305743	45313405	141379912	-
NC_133196.1	45359453	45359879	cgi9673	NC_133196.1	45357495	45440457	558810	+
NC_133196.1	45503377	45503676	cgi9674	NC_133196.1	45483520	45505626	116994	-
NC_133196.1	45503377	45503676	cgi9674	NC_133196.1	45502814	45525833	415177	+
NC_133196.1	45561576	45561805	cgi9675	NC_133196.1	45560232	45664220	553402	-
NC_133196.1	45841832	45842051	cgi9676	NC_133196.1	45623273	46522920	553242	+
NC_133196.1	45841832	45842051	cgi9676	NC_133196.1	45811150	45866771	559693	-
NC_133196.1	45927816	45928043	cgi9677	NC_133196.1	45623273	46522920	553242	+
NC_133196.1	46806803	46807215	cgi9678	NC_133196.1	46612694	46824221	559839	-
NC_133196.1	46822013	46822286	cgi9679	NC_133196.1	46612694	46824221	559839	-
NC_133196.1	46924621	46924865	cgi9680	NC_133196.1	46922652	46995080	556421	+
NC_133196.1	46976225	46976695	cgi9681	NC_133196.1	46922652	46995080	556421	+
NC_133196.1	47048293	47048511	cgi9682	NC_133196.1	46998362	47063489	559364	+
NC_133196.1	47162514	47163050	cgi9683	NC_133196.1	47145345	47186235	751637	+
NC_133196.1	47204223	47204650	cgi9684	NC_133196.1	47167302	47206539	100151762	-
NC_133196.1	47227993	47228194	cgi9685	NC_133196.1	47223014	47234808	100329397	-
NC_133196.1	47271576	47275126	cgi9686	NC_133196.1	47261779	47276966	100329897	-
NC_133196.1	47310557	47311165	cgi9687	NC_133196.1	47305673	47315864	100329977	+
NC_133196.1	47333184	47333491	cgi9688	NC_133196.1	47326765	47357053	555437	-
NC_133196.1	47354642	47355025	cgi9689	NC_133196.1	47326765	47357053	555437	-
NC_133196.1	47739904	47740224	cgi9690	NC_133196.1	47728204	47742363	100004956	-
NC_133196.1	47751585	47752070	cgi9691	NC_133196.1	47747983	47754033	563783	-
NC_133196.1	47804276	47804521	cgi9692	NC_133196.1	47781415	47830410	100005008	-
NC_133196.1	48285505	48285729	cgi9693	NC_133196.1	48135952	48357473	446120	+
NC_133196.1	48285505	48285729	cgi9693	NC_133196.1	48175372	48287666	566514	-
NC_133196.1	48353745	48353980	cgi9694	NC_133196.1	48135952	48357473	446120	+
NC_133196.1	48503505	48503711	cgi9695	NC_133196.1	48410019	48727753	100538116	+
NC_133196.1	48867042	48867916	cgi9697	NC_133196.1	48865181	48909350	100332120	+
NC_133196.1	48946508	48947729	cgi9698	NC_133196.1	48924331	48948857	393553	-
NC_133196.1	48946508	48947729	cgi9698	NC_133196.1	48943523	48952420	141379927	+
NC_133196.1	49073127	49073406	cgi9699	NC_133196.1	49005899	49276946	571664	+
NC_133196.1	49275824	49276422	cgi9700	NC_133196.1	49005899	49276946	571664	+
NC_133196.1	49275824	49276422	cgi9700	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49347803	49348357	cgi9701	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49347803	49348357	cgi9701	NC_133196.1	49340015	49351682	100535378	-
NC_133196.1	49424133	49424501	cgi9702	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49424133	49424501	cgi9702	NC_133196.1	49422186	49495887	497649	+
NC_133196.1	49430227	49430437	cgi9703	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49430227	49430437	cgi9703	NC_133196.1	49422186	49495887	497649	+
NC_133196.1	49493468	49493692	cgi9704	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49493468	49493692	cgi9704	NC_133196.1	49422186	49495887	497649	+
NC_133196.1	49520076	49520472	cgi9705	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49520076	49520472	cgi9705	NC_133196.1	49508132	49522344	393885	-
NC_133196.1	49522681	49522926	cgi9706	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49522681	49522926	cgi9706	NC_133196.1	49520701	49533670	437020	+
NC_133196.1	49538399	49538637	cgi9707	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49538399	49538637	cgi9707	NC_133196.1	49533671	49540598	450034	-
NC_133196.1	49554163	49554386	cgi9708	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49554163	49554386	cgi9708	NC_133196.1	49540070	49570133	569359	+
NC_133196.1	49566418	49567124	cgi9709	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49566418	49567124	cgi9709	NC_133196.1	49540070	49570133	569359	+
NC_133196.1	49710464	49710729	cgi9710	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49710464	49710729	cgi9710	NC_133196.1	49708510	49754111	324863	+
NC_133196.1	49719063	49719310	cgi9711	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49719063	49719310	cgi9711	NC_133196.1	49708510	49754111	324863	+
NC_133196.1	49812978	49813222	cgi9712	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49812978	49813222	cgi9712	NC_133196.1	49753422	49832901	335032	+
NC_133196.1	49813697	49813902	cgi9713	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49813697	49813902	cgi9713	NC_133196.1	49753422	49832901	335032	+
NC_133196.1	49829526	49829730	cgi9714	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49829526	49829730	cgi9714	NC_133196.1	49753422	49832901	335032	+
NC_133196.1	49878802	49879158	cgi9715	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49945911	49946406	cgi9716	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49945911	49946406	cgi9716	NC_133196.1	49933839	49947468	554177	-
NC_133196.1	49945911	49946406	cgi9716	NC_133196.1	49944063	50059429	100000526	+
NC_133196.1	49972615	49972913	cgi9717	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49972615	49972913	cgi9717	NC_133196.1	49944063	50059429	100000526	+
NC_133196.1	49972615	49972913	cgi9717	NC_133196.1	49970675	49976620	404622	+
NC_133196.1	49974558	49974855	cgi9718	NC_133196.1	49189750	49992614	321948	+
NC_133196.1	49974558	49974855	cgi9718	NC_133196.1	49944063	50059429	100000526	+
NC_133196.1	49974558	49974855	cgi9718	NC_133196.1	49970675	49976620	404622	+
NC_133196.1	49996330	49996873	cgi9719	NC_133196.1	49944063	50059429	100000526	+
NC_133196.1	49996330	49996873	cgi9719	NC_133196.1	49992281	50001278	405836	+
NC_133196.1	50018875	50019310	cgi9720	NC_133196.1	49944063	50059429	100000526	+
NC_133196.1	50018875	50019310	cgi9720	NC_133196.1	50015846	50029914	678613	+
NC_133196.1	50053545	50053788	cgi9721	NC_133196.1	49944063	50059429	100000526	+
NC_133196.1	50082580	50082957	cgi9722	NC_133196.1	50074598	50083969	678598	+
NC_133196.1	50098017	50098584	cgi9723	NC_133196.1	50090559	50100548	137488853	-
NC_133196.1	50101716	50101922	cgi9724	NC_133196.1	50099561	50103761	100073339	-
NC_133196.1	50101716	50101922	cgi9724	NC_133196.1	50101150	50114834	406828	+
NC_133196.1	50127702	50127950	cgi9725	NC_133196.1	50117877	50136842	327175	-
NC_133196.1	50128655	50129103	cgi9726	NC_133196.1	50117877	50136842	327175	-
NC_133196.1	50133721	50134907	cgi9727	NC_133196.1	50117877	50136842	327175	-
NC_133196.1	50141448	50141998	cgi9728	NC_133196.1	50138547	50143637	327079	-
NC_133196.1	50157148	50157679	cgi9729	NC_133196.1	50142509	50176954	767665	-
NC_133196.1	50173877	50174388	cgi9730	NC_133196.1	50142509	50176954	767665	-
NC_133196.1	50173877	50174388	cgi9730	NC_133196.1	50171896	50188119	799908	+
NC_133197.1	127142	128100	cgi9731	NC_133197.1	127116	130028	100005331	-
NC_133197.1	130385	131631	cgi9732	NC_133197.1	128218	131316	553133	+
NC_133197.1	130385	131631	cgi9732	NC_133197.1	129440	137258	751630	+
NC_133197.1	159539	160137	cgi9733	NC_133197.1	153507	161827	791133	-
NC_133197.1	159539	160137	cgi9733	NC_133197.1	157898	168059	100003986	+
NC_133197.1	161442	161863	cgi9734	NC_133197.1	153507	161827	791133	-
NC_133197.1	161442	161863	cgi9734	NC_133197.1	157898	168059	100003986	+
NC_133197.1	162598	163223	cgi9735	NC_133197.1	157898	168059	100003986	+
NC_133197.1	170565	170891	cgi9736	NC_133197.1	168671	174982	393833	+
NC_133197.1	175195	175691	cgi9737	NC_133197.1	173453	196493	405894	+
NC_133197.1	206013	206557	cgi9738	NC_133197.1	196503	223527	322667	-
NC_133197.1	210546	210942	cgi9739	NC_133197.1	196503	223527	322667	-
NC_133197.1	217656	220047	cgi9740	NC_133197.1	196503	223527	322667	-
NC_133197.1	220735	221614	cgi9741	NC_133197.1	196503	223527	322667	-
NC_133197.1	239176	239586	cgi9742	NC_133197.1	234335	243370	393552	-
NC_133197.1	241249	241451	cgi9743	NC_133197.1	234335	243370	393552	-
NC_133197.1	243888	244720	cgi9744	NC_133197.1	243262	252683	335459	-
NC_133197.1	250474	250748	cgi9745	NC_133197.1	243262	252683	335459	-
NC_133197.1	258320	258706	cgi9746	NC_133197.1	251802	260574	403004	-
NC_133197.1	262078	262294	cgi9747	NC_133197.1	260595	264239	751640	-
NC_133197.1	262078	262294	cgi9747	NC_133197.1	260792	267435	562149	+
NC_133197.1	262658	263037	cgi9748	NC_133197.1	260595	264239	751640	-
NC_133197.1	262658	263037	cgi9748	NC_133197.1	260792	267435	562149	+
NC_133197.1	280859	281144	cgi9749	NC_133197.1	276456	310229	137489032	-
NC_133197.1	282568	283008	cgi9750	NC_133197.1	276456	310229	137489032	-
NC_133197.1	285337	286069	cgi9751	NC_133197.1	276456	310229	137489032	-
NC_133197.1	289645	290018	cgi9752	NC_133197.1	276456	310229	137489032	-
NC_133197.1	304379	304902	cgi9753	NC_133197.1	276456	310229	137489032	-
NC_133197.1	307823	308088	cgi9754	NC_133197.1	276456	310229	137489032	-
NC_133197.1	313444	313804	cgi9755	NC_133197.1	308332	315755	553536	-
NC_133197.1	320662	320998	cgi9756	NC_133197.1	315462	322944	100534922	-
NC_133197.1	334044	334578	cgi9757	NC_133197.1	325615	336474	393701	-
NC_133197.1	334044	334578	cgi9757	NC_133197.1	332554	347054	100004842	+
NC_133197.1	338488	339458	cgi9758	NC_133197.1	332554	347054	100004842	+
NC_133197.1	338488	339458	cgi9758	NC_133197.1	337819	341435	101885825	-
NC_133197.1	343576	344205	cgi9759	NC_133197.1	332554	347054	100004842	+
NC_133197.1	360969	361267	cgi9760	NC_133197.1	353723	362253	100535282	-
NC_133197.1	409279	409672	cgi9761	NC_133197.1	407372	424951	335083	+
NC_133197.1	417305	417534	cgi9762	NC_133197.1	407372	424951	335083	+
NC_133197.1	426978	430238	cgi9763	NC_133197.1	425000	480774	560426	+
NC_133197.1	440817	441441	cgi9764	NC_133197.1	425000	480774	560426	+
NC_133197.1	456128	456534	cgi9765	NC_133197.1	425000	480774	560426	+
NC_133197.1	458308	458559	cgi9766	NC_133197.1	425000	480774	560426	+
NC_133197.1	461633	461860	cgi9767	NC_133197.1	425000	480774	560426	+
NC_133197.1	467576	467845	cgi9768	NC_133197.1	425000	480774	560426	+
NC_133197.1	471932	472192	cgi9769	NC_133197.1	425000	480774	560426	+
NC_133197.1	480593	480800	cgi9770	NC_133197.1	425000	480774	560426	+
NC_133197.1	498629	498950	cgi9771	NC_133197.1	488378	525567	402922	-
NC_133197.1	504522	504933	cgi9772	NC_133197.1	488378	525567	402922	-
NC_133197.1	508861	509121	cgi9773	NC_133197.1	488378	525567	402922	-
NC_133197.1	511003	511230	cgi9774	NC_133197.1	488378	525567	402922	-
NC_133197.1	523154	523705	cgi9775	NC_133197.1	488378	525567	402922	-
NC_133197.1	523154	523705	cgi9775	NC_133197.1	522973	552437	560275	+
NC_133197.1	551192	551443	cgi9776	NC_133197.1	522973	552437	560275	+
NC_133197.1	564369	564790	cgi9777	NC_133197.1	554698	566731	449996	-
NC_133197.1	567912	568185	cgi9778	NC_133197.1	567808	577169	394081	-
NC_133197.1	574875	575567	cgi9779	NC_133197.1	567808	577169	394081	-
NC_133197.1	574875	575567	cgi9779	NC_133197.1	573329	581497	445191	+
NC_133197.1	582963	583479	cgi9780	NC_133197.1	581080	601473	559473	+
NC_133197.1	586775	587642	cgi9781	NC_133197.1	581080	601473	559473	+
NC_133197.1	591244	591482	cgi9782	NC_133197.1	581080	601473	559473	+
NC_133197.1	592256	592520	cgi9783	NC_133197.1	581080	601473	559473	+
NC_133197.1	611006	611499	cgi9784	NC_133197.1	606702	620193	560064	-
NC_133197.1	612061	612325	cgi9785	NC_133197.1	606702	620193	560064	-
NC_133197.1	622689	623030	cgi9786	NC_133197.1	620514	627947	100151416	-
NC_133197.1	625282	625494	cgi9787	NC_133197.1	620514	627947	100151416	-
NC_133197.1	634182	634553	cgi9788	NC_133197.1	631392	643646	100145909	-
NC_133197.1	636044	636277	cgi9789	NC_133197.1	631392	643646	100145909	-
NC_133197.1	655403	655858	cgi9790	NC_133197.1	651185	656427	101886149	+
NC_133197.1	662272	662720	cgi9791	NC_133197.1	659469	671802	503736	-
NC_133197.1	716442	716687	cgi9792	NC_133197.1	714244	724104	567161	+
NC_133197.1	719558	720494	cgi9793	NC_133197.1	714244	724104	567161	+
NC_133197.1	737653	738072	cgi9796	NC_133197.1	730100	739957	567222	-
NC_133197.1	742283	742509	cgi9797	NC_133197.1	740311	754950	100037321	+
NC_133197.1	765215	765571	cgi9798	NC_133197.1	755139	773340	564210	+
NC_133197.1	785687	785998	cgi9799	NC_133197.1	779635	818833	141380116	-
NC_133197.1	785687	785998	cgi9799	NC_133197.1	784356	788909	30079	-
NC_133197.1	786581	787243	cgi9800	NC_133197.1	779635	818833	141380116	-
NC_133197.1	786581	787243	cgi9800	NC_133197.1	784356	788909	30079	-
NC_133197.1	812433	813668	cgi9801	NC_133197.1	779635	818833	141380116	-
NC_133197.1	812433	813668	cgi9801	NC_133197.1	790767	815131	141380115	+
NC_133197.1	822463	822664	cgi9802	NC_133197.1	817585	833693	393215	-
NC_133197.1	831477	831736	cgi9803	NC_133197.1	817585	833693	393215	-
NC_133197.1	844286	844665	cgi9804	NC_133197.1	832125	856102	83780	+
NC_133197.1	846635	847138	cgi9805	NC_133197.1	832125	856102	83780	+
NC_133197.1	877267	877681	cgi9806	NC_133197.1	855282	903373	492474	+
NC_133197.1	877267	877681	cgi9806	NC_133197.1	865025	882190	83775	-
NC_133197.1	927896	928290	cgi9807	NC_133197.1	915854	930212	570720	-
NC_133197.1	927896	928290	cgi9807	NC_133197.1	928110	946111	100332206	+
NC_133197.1	948077	948315	cgi9808	NC_133197.1	946044	959269	570693	-
NC_133197.1	1065909	1066221	cgi9811	NC_133197.1	1044758	1072166	30750	+
NC_133197.1	1133441	1133667	cgi9812	NC_133197.1	1120214	1153177	572057	-
NC_133197.1	1205063	1205395	cgi9813	NC_133197.1	1192652	1221568	393629	+
NC_133197.1	1250168	1250529	cgi9814	NC_133197.1	1248292	1263485	100330921	+
NC_133197.1	1291502	1291822	cgi9815	NC_133197.1	1282491	1296389	393570	+
NC_133197.1	1295195	1295425	cgi9816	NC_133197.1	1282491	1296389	393570	+
NC_133197.1	3006543	3006790	cgi9819	NC_133197.1	2994740	3008855	436844	-
NC_133197.1	3006543	3006790	cgi9819	NC_133197.1	3005479	3007552	108181238	+
NC_133197.1	3041697	3041952	cgi9820	NC_133197.1	3017078	3051069	325034	-
NC_133197.1	3048737	3049064	cgi9821	NC_133197.1	3017078	3051069	325034	-
NC_133197.1	3062152	3062463	cgi9822	NC_133197.1	3052177	3064419	570443	-
NC_133197.1	3062152	3062463	cgi9822	NC_133197.1	3056320	3072312	619252	+
NC_133197.1	3167582	3168090	cgi9823	NC_133197.1	3165645	3202080	100334962	+
NC_133197.1	3199653	3200248	cgi9824	NC_133197.1	3165645	3202080	100334962	+
NC_133197.1	3275445	3275964	cgi9826	NC_133197.1	3244692	3277915	30196	-
NC_133197.1	3275445	3275964	cgi9826	NC_133197.1	3275468	3282743	405888	+
NC_133197.1	3306163	3306675	cgi9827	NC_133197.1	3285027	3308603	563257	-
NC_133197.1	3306163	3306675	cgi9827	NC_133197.1	3306336	3337722	321247	+
NC_133197.1	3339629	3339896	cgi9828	NC_133197.1	3337857	3355270	572341	+
NC_133197.1	3428139	3428528	cgi9829	NC_133197.1	3391131	3435747	327483	-
NC_133197.1	3473517	3473770	cgi9830	NC_133197.1	3472558	3496554	102216340	-
NC_133197.1	3538317	3538521	cgi9831	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3574587	3574801	cgi9832	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3602099	3602334	cgi9833	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3632594	3633025	cgi9834	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3641753	3642010	cgi9835	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3677553	3677820	cgi9836	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3699959	3700207	cgi9837	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3767862	3768144	cgi9838	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3820662	3821122	cgi9839	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3895399	3895608	cgi9840	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	3905909	3906536	cgi9841	NC_133197.1	3518844	3908476	140820	-
NC_133197.1	4034835	4035188	cgi9845	NC_133197.1	3984233	4057478	141380134	-
NC_133197.1	4043098	4043301	cgi9846	NC_133197.1	3984233	4057478	141380134	-
NC_133197.1	4093992	4094233	cgi9847	NC_133197.1	4078690	4418126	141380132	-
NC_133197.1	4143472	4143852	cgi9848	NC_133197.1	4078690	4418126	141380132	-
NC_133197.1	4150862	4151071	cgi9849	NC_133197.1	4078690	4418126	141380132	-
NC_133197.1	4174192	4174393	cgi9850	NC_133197.1	4078690	4418126	141380132	-
NC_133197.1	4174192	4174393	cgi9850	NC_133197.1	4159695	4180842	141380137	+
NC_133197.1	4185062	4185367	cgi9851	NC_133197.1	4078690	4418126	141380132	-
NC_133197.1	4283675	4283927	cgi9852	NC_133197.1	4078690	4418126	141380132	-
NC_133197.1	4486321	4486846	cgi9853	NC_133197.1	4484826	4576722	556504	-
NC_133197.1	4508170	4508436	cgi9854	NC_133197.1	4484826	4576722	556504	-
NC_133197.1	4592215	4592427	cgi9855	NC_133197.1	4575504	4613159	406350	-
NC_133197.1	4594517	4594750	cgi9856	NC_133197.1	4575504	4613159	406350	-
NC_133197.1	4601115	4601381	cgi9857	NC_133197.1	4575504	4613159	406350	-
NC_133197.1	4611154	4611365	cgi9858	NC_133197.1	4575504	4613159	406350	-
NC_133197.1	4619333	4619556	cgi9859	NC_133197.1	4617390	4636149	541380	+
NC_133197.1	4684094	4684546	cgi9861	NC_133197.1	4657739	4685466	108181225	+
NC_133197.1	4695286	4695521	cgi9862	NC_133197.1	4693869	4826083	571786	-
NC_133197.1	4715405	4715772	cgi9863	NC_133197.1	4693869	4826083	571786	-
NC_133197.1	4728852	4729141	cgi9864	NC_133197.1	4693869	4826083	571786	-
NC_133197.1	4745699	4745916	cgi9865	NC_133197.1	4693869	4826083	571786	-
NC_133197.1	4768203	4768454	cgi9866	NC_133197.1	4693869	4826083	571786	-
NC_133197.1	4789750	4790169	cgi9867	NC_133197.1	4693869	4826083	571786	-
NC_133197.1	4829590	4829803	cgi9868	NC_133197.1	4821409	4910171	259250	+
NC_133197.1	4913414	4913623	cgi9869	NC_133197.1	4910396	4921077	101884662	-
NC_133197.1	4934681	4935046	cgi9870	NC_133197.1	4919980	4937055	562839	-
NC_133197.1	5161217	5161564	cgi9871	NC_133197.1	5146892	5178241	337851	-
NC_133197.1	5226351	5226555	cgi9872	NC_133197.1	5225653	5249278	567405	-
NC_133197.1	5238164	5238484	cgi9873	NC_133197.1	5225653	5249278	567405	-
NC_133197.1	5248667	5248869	cgi9874	NC_133197.1	5225653	5249278	567405	-
NC_133197.1	5248667	5248869	cgi9874	NC_133197.1	5247334	5290804	567465	-
NC_133197.1	5288663	5288877	cgi9875	NC_133197.1	5247334	5290804	567465	-
NC_133197.1	5288663	5288877	cgi9875	NC_133197.1	5286835	5349712	565827	+
NC_133197.1	5389713	5390003	cgi9876	NC_133197.1	5386555	5406655	393303	-
NC_133197.1	5404608	5404871	cgi9877	NC_133197.1	5386555	5406655	393303	-
NC_133197.1	5485394	5485659	cgi9878	NC_133197.1	5467026	5487645	336844	-
NC_133197.1	5554627	5554894	cgi9879	NC_133197.1	5553972	6081152	402857	-
NC_133197.1	5592322	5592814	cgi9880	NC_133197.1	5553972	6081152	402857	-
NC_133197.1	5592322	5592814	cgi9880	NC_133197.1	5563475	5666309	100332329	+
NC_133197.1	5819630	5819952	cgi9881	NC_133197.1	5553972	6081152	402857	-
NC_133197.1	5819630	5819952	cgi9881	NC_133197.1	5735793	5903715	192338	-
NC_133197.1	5819630	5819952	cgi9881	NC_133197.1	5817705	5832076	563836	+
NC_133197.1	5871642	5871974	cgi9882	NC_133197.1	5553972	6081152	402857	-
NC_133197.1	5871642	5871974	cgi9882	NC_133197.1	5735793	5903715	192338	-
NC_133197.1	5871642	5871974	cgi9882	NC_133197.1	5832150	5879013	563754	-
NC_133197.1	6069648	6069941	cgi9883	NC_133197.1	5553972	6081152	402857	-
NC_133197.1	6069648	6069941	cgi9883	NC_133197.1	6006048	6071968	323020	-
NC_133197.1	6226819	6227028	cgi9884	NC_133197.1	6217783	6232944	100002141	+
NC_133197.1	7390480	7390692	cgi9885	NC_133197.1	7387341	7412459	325181	-
NC_133197.1	7416682	7417108	cgi9886	NC_133197.1	7400693	7418995	323115	-
NC_133197.1	7416682	7417108	cgi9886	NC_133197.1	7415217	7419146	137495449	+
NC_133197.1	7437035	7437238	cgi9887	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7477274	7477540	cgi9888	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7493330	7493546	cgi9889	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7519842	7520694	cgi9890	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7598938	7599252	cgi9891	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7609689	7609913	cgi9892	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7624501	7624828	cgi9893	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7635804	7636063	cgi9894	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7692294	7692834	cgi9895	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7720778	7721039	cgi9896	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	7803908	7804388	cgi9897	NC_133197.1	7434453	7819644	407672	-
NC_133197.1	9107266	9107553	cgi9898	NC_133197.1	9105285	9159975	568759	+
NC_133197.1	9761945	9762147	cgi9899	NC_133197.1	9756892	9769392	556528	-
NC_133197.1	9811944	9812388	cgi9900	NC_133197.1	9790210	9813988	431715	-
NC_133197.1	9811944	9812388	cgi9900	NC_133197.1	9810054	9844941	557065	+
NC_133197.1	9847758	9848107	cgi9901	NC_133197.1	9845907	9858545	406428	+
NC_133197.1	9890713	9890930	cgi9902	NC_133197.1	9876573	9908491	557283	+
NC_133197.1	10007822	10008245	cgi9903	NC_133197.1	9944570	10025486	108181206	+
NC_133197.1	10007822	10008245	cgi9903	NC_133197.1	10007234	10047925	553087	-
NC_133197.1	10045688	10045968	cgi9904	NC_133197.1	10007234	10047925	553087	-
NC_133197.1	10050935	10051326	cgi9905	NC_133197.1	10048337	10051650	792924	+
NC_133197.1	10219454	10219684	cgi9906	NC_133197.1	10209757	10221775	558619	-
NC_133197.1	10288999	10289323	cgi9907	NC_133197.1	10288468	10292897	450082	-
NC_133197.1	10288999	10289323	cgi9907	NC_133197.1	10287040	10307598	447811	+
NC_133197.1	10294106	10294460	cgi9908	NC_133197.1	10287040	10307598	447811	+
NC_133197.1	10300753	10301060	cgi9909	NC_133197.1	10287040	10307598	447811	+
NC_133197.1	10336918	10337251	cgi9910	NC_133197.1	10320232	10340126	559228	+
NC_133197.1	10362724	10362962	cgi9911	NC_133197.1	10360791	10385118	406848	+
NC_133197.1	10601742	10602119	cgi9912	NC_133197.1	10578938	10706649	245700	-
NC_133197.1	10604639	10604863	cgi9913	NC_133197.1	10578938	10706649	245700	-
NC_133197.1	10631633	10631914	cgi9914	NC_133197.1	10578938	10706649	245700	-
NC_133197.1	10705536	10705883	cgi9915	NC_133197.1	10578938	10706649	245700	-
NC_133197.1	10794421	10794679	cgi9916	NC_133197.1	10793893	10852725	402921	+
NC_133197.1	10795666	10796450	cgi9917	NC_133197.1	10793893	10852725	402921	+
NC_133197.1	10800010	10800265	cgi9918	NC_133197.1	10793893	10852725	402921	+
NC_133197.1	10802077	10802378	cgi9919	NC_133197.1	10793893	10852725	402921	+
NC_133197.1	10804212	10804473	cgi9920	NC_133197.1	10793893	10852725	402921	+
NC_133197.1	10810963	10811229	cgi9921	NC_133197.1	10793893	10852725	402921	+
NC_133197.1	10812896	10813107	cgi9922	NC_133197.1	10793893	10852725	402921	+
