chr	start	end	mean_meth_FB	mean_cov_FB	nCpG_FB	name	mean_meth_WB	mean_cov_WB	nCpG_WB	delta	direction	overlapping_gene_NCBI_ID	overlapping_gene_NCBI_symbol	gene description
NC_133176.1	62471059	62471278	0.953971097	22.67460318	126	cgi494	0.966021825	12.70833333	24	-0.012050728	No change	335078		
NC_133185.1	382365	383597	0.000205513	33.76298701	924	cgi4670	0.012254685	138.9178877	74	-0.012049171	No change	100005019;141376278;445026		
NC_133180.1	39025325	39025689	0	14.48015873	252	cgi2353	0.012042337	23.66666667	24	-0.012042337	No change	100534782		
NC_133196.1	8451139	8451680	0.000422833	10.37459749	198	cgi9471	0.012464902	58.53439264	135	-0.012042069	No change	110438240;571919		
NC_133179.1	5625176	5625742	0.001442745	14.51613966	272	cgi1744	0.01346453	17.96354167	50	-0.012021785	No change	555714;494455		
NC_133197.1	23104975	23105283	0	16.77941177	204	cgi10046	0.012016424	97.73680124	65	-0.012016424	No change	560720		
NC_133190.1	51611181	51612640	0.956650006	12.68976294	744	cgi7122	0.968652728	66.01351432	250	-0.012002721	No change	100003691		
NC_133196.1	30577199	30577606	0.005506525	13.67105263	228	cgi9601	0.01749554	149.381579	76	-0.011989015	No change	569034		
NC_133178.1	35269977	35270196	0	12.36507936	126	cgi1455	0.011973387	59.77516234	52	-0.011973387	No change	100334475		
NC_133188.1	375364	375619	0.000957854	16.22988506	174	cgi5851	0.0129128	92.05555555	108	-0.011954946	No change	556288		
NC_133189.1	57481981	57482520	0.000165344	12.81195888	335	cgi6669	0.012119711	65.16064815	87	-0.011954367	No change	569234		
NC_133187.1	49979164	49979528	0.938033532	12.47715531	213	cgi5781	0.94997793	18.58333333	36	-0.011944397	No change	100005471;100331399		
NC_133195.1	18078603	18078874	0.000496032	16.90247585	143	cgi9000	0.012440263	12.33333333	30	-0.011944231	No change	562889		
NC_133200.1	9720763	9721093	0.002758621	10.25606229	153	cgi10991	0.014700984	40.86584249	47	-0.011942364	No change	541510		
NC_133178.1	14500094	14500561	0.881606321	15.86928105	306	cgi1270	0.89353738	75.8076923	104	-0.011931059	No change	137490042;407695		
NC_133176.1	62544951	62545221	0.950833286	22.41975309	162	cgi500	0.96275693	52.74423077	46	-0.011923644	No change	393456;406544		
NC_133178.1	31132867	31133586	0.001245669	17.1920904	354	cgi1424	0.013153513	15.54545455	33	-0.011907844	No change	558390		
NC_133178.1	50594686	50596431	0.008027267	15.6091954	870	cgi1515	0.019927587	90.13162878	94	-0.011900321	No change	768149		
NC_133189.1	985830	986205	0.011357319	14.4954955	222	cgi6295	0.023252153	15.26388889	39	-0.011894834	No change	334253		
NC_133186.1	29937074	29937293	0.904062985	13.96840959	106	cgi5267	0.915912598	13.63888889	36	-0.011849613	No change	566131		
NC_133195.1	45675365	45675656	0.001165501	13.31818182	142	cgi9152	0.013009868	13.2	35	-0.011844367	No change	664747;137488687		
NC_133181.1	187689	188255	0.000407421	28.36666667	390	cgi2690	0.012239977	33.3881932	155	-0.011832556	No change	100333252		
NC_133190.1	25886347	25886861	0.000327616	19.60784314	306	cgi6895	0.012148867	141.4038462	52	-0.011821251	No change	557048		
NC_133181.1	4580439	4580815	0	11.52702703	222	cgi2765	0.011818188	70.88020833	104	-0.011818188	No change	393676		
NC_133191.1	59343790	59344042	0.943723693	16.15432099	162	cgi7516	0.955538378	60.35	65	-0.011814685	No change	393602		
NC_133187.1	51722640	51723537	0.942498056	21.37291454	533	cgi5825	0.930696626	37.87083334	102	0.01180143	No change	556800		
NC_133182.1	44407744	44407963	0.003138528	10.68181818	94	cgi3496	0.014932568	32.57727273	86	-0.01179404	No change	30461		
NC_133179.1	13968543	13968955	0.000654811	19.48387097	186	cgi1818	0.012438978	56.8	40	-0.011784167	No change	558006		
NC_133189.1	315586	317072	0.026896999	14.75327429	825	cgi6265	0.038657299	72.65902882	249	-0.011760299	No change	337865		
NC_133188.1	56126532	56126935	0	10.35620915	306	cgi6210	0.01175685	48.66534091	164	-0.01175685	No change	561643		
NC_133195.1	58082247	58082814	0.000855679	22.15536723	354	cgi9302	0.012608491	53.23097826	81	-0.011752812	No change	100334245		
NC_133180.1	7549602	7549922	0.000990274	12.95172414	145	cgi2159	0.012735619	33.87184874	80	-0.011745345	No change	445109		
NC_133191.1	59633961	59634215	0	27.81410257	156	cgi7534	0.01174351	28.3	41	-0.01174351	No change	799016		
NC_133190.1	367805	368079	0.668418538	22.64035088	114	cgi6763	0.680142521	22.61904762	45	-0.011723983	No change	137487705		
NC_133189.1	17347245	17347858	0.016314115	10.59272727	230	cgi6482	0.028036844	25.96135929	105	-0.01172273	No change	101882685;407077		
NC_133177.1	51577659	51578640	0.002940514	10.02291667	480	cgi970	0.014644397	70.13884993	100	-0.011703883	No change	335863;373116		
NC_133177.1	35529167	35529618	0.000231481	15.25416667	240	cgi857	0.011922799	10.625	45	-0.011691318	No change	564652		
NC_133192.1	14236547	14237006	0	17.6031746	252	cgi7694	0.011686241	13.03703704	27	-0.011686241	No change	567750		
NC_133192.1	26262894	26263527	0.000586222	11.70192308	312	cgi7796	0.012261905	12.54989496	44	-0.011675683	No change	678523		
NC_133196.1	29571609	29572282	0.000149745	18.47169812	318	cgi9591	0.011802154	80.86363636	88	-0.011652409	No change	563327		
NC_133177.1	29642315	29642943	0.00162396	18.92248062	258	cgi822	0.013256942	84.39990565	40	-0.011632983	No change	30218		
NC_133186.1	46022282	46022550	0.001445055	16.09677419	186	cgi5387	0.013069565	59.1125	80	-0.01162451	No change	569678;101887111		
NC_133193.1	406014	406297	0.001860732	14.0877193	228	cgi8039	0.013482374	124.63342	148	-0.011621642	No change	449778		
NC_133182.1	21736732	21737347	0.004121849	15.53267974	306	cgi3335	0.015737507	72.56197479	93	-0.011615658	No change	114378;556678		
NC_133188.1	35236892	35237404	0.001208146	12.79931973	294	cgi6067	0.012775362	46.94947369	94	-0.011567217	No change	797299		
NC_133177.1	56542	57109	0.000515452	31.49613617	341	cgi620	0.012057445	62.1224359	116	-0.011541993	No change	404607		
NC_133199.1	3117117	3117683	0.926376652	16.59100148	261	cgi10549	0.937883401	108.3472222	53	-0.011506749	No change	436918;550458		
NC_133185.1	564663	564984	0.939201309	12.67307692	156	cgi4684	0.950707377	45.42535687	84	-0.011506067	No change	100148867		
NC_133194.1	50287634	50288106	0.000811688	10.37996693	256	cgi8823	0.01231632	125.575	80	-0.011504632	No change	282667		
NC_133199.1	72855	73427	0.952184002	28.13821138	246	cgi10507	0.940681	66.78221154	52	0.011503002	No change	100329307		
NC_133188.1	4438486	4439090	0	10.00333333	300	cgi5907	0.011500795	13.35416667	39	-0.011500795	No change	394077		
NC_133197.1	812433	813668	0.946457147	15.27355578	510	cgi9801	0.957944096	60.07371795	64	-0.011486949	No change	141380116;141380115		
NC_133189.1	8819876	8820955	0.005953239	10.01665475	576	cgi6457	0.017408633	13.4532967	29	-0.011455394	No change	100270726		
NC_133199.1	41227217	41228197	0.002361059	11.22427983	486	cgi10760	0.013804281	32.64119433	78	-0.011443222	No change	100887821;321618		
NC_133188.1	31649136	31649355	0	13.50833333	120	cgi6035	0.01143798	14.61111111	26	-0.01143798	No change	777731		
NC_133190.1	51403790	51404004	0	12.45977012	174	cgi7112	0.011431638	155.0512821	105	-0.011431638	No change	550245		
NC_133176.1	2960853	2961763	0.002878944	13.91661769	496	cgi82	0.014310505	79.94444444	72	-0.01143156	No change	100003903		
NC_133184.1	21802142	21802454	0.864498078	13.57246377	138	cgi4336	0.875903412	24.92592593	27	-0.011405334	No change	557878		
NC_133177.1	38857075	38857551	0.003699154	11.25675676	222	cgi869	0.015080927	104.2256494	47	-0.011381774	No change	286832		
NC_133197.1	262658	263037	0.000480031	22.49462366	186	cgi9748	0.011852246	20.92592593	27	-0.011372215	No change	751640;562149		
NC_133194.1	117379	117624	0.9681708	26.98550725	138	cgi8462	0.979527076	71.39452496	100	-0.011356276	No change	141378948;101883792		
NC_133194.1	46006344	46006729	0.004394474	10.22034353	158	cgi8797	0.015746393	52.16025641	35	-0.011351919	No change	337077		
NC_133198.1	7089460	7089686	0	10.44916667	147	cgi10201	0.011316939	73.05	100	-0.011316939	No change	323855		
NC_133177.1	494489	494770	0.000458287	19.31111111	180	cgi644	0.011773352	72.67307692	52	-0.011315066	No change	100141333;793673;100333245		
NC_133188.1	53263926	53265165	0.000112007	14.90591398	744	cgi6186	0.011405482	52.01785715	112	-0.011293474	No change	100331556;141377083;335866		
NC_133181.1	34092107	34092372	0	11.17333333	150	cgi2896	0.011292439	72.83333334	36	-0.011292439	No change	797613		
NC_133178.1	13419124	13419624	0.002799254	11.26811594	276	cgi1250	0.014084058	26.6125	80	-0.011284805	No change	678521		
NC_133187.1	154778	155067	0.000175439	25.41333333	150	cgi5461	0.01142401	24.88888889	33	-0.011248572	No change	100149182;108191806;393210		
NC_133198.1	565819	566312	0.002511107	14.22083333	240	cgi10145	0.013740619	105.8951613	124	-0.011229512	No change	259190		
NC_133183.1	6209100	6209730	0.001506419	11.97457627	354	cgi3811	0.012727419	87.13636364	44	-0.011221	No change	406559		
NC_133190.1	42759801	42760403	0.001920108	10.26930574	307	cgi7002	0.013138878	41.10701755	64	-0.011218769	No change	798233		
NC_133189.1	35595484	35596204	0.00068306	13.26229508	366	cgi6547	0.011893782	50.79468326	128	-0.011210722	No change	378450		
NC_133185.1	394392	394746	0.937586583	19.3452381	168	cgi4672	0.926388889	11.77777778	20	0.011197695	No change	100005214		
NC_133186.1	47727727	47728117	0.000226449	24.81884058	276	cgi5439	0.011402186	54.125	48	-0.011175736	No change	791213		
NC_133186.1	510692	511178	0.000208855	10.75146199	342	cgi5081	0.011363581	44.3	95	-0.011154726	No change	402927		
NC_133193.1	16453746	16454435	0.000709098	11.31023185	381	cgi8158	0.011853546	24.50030722	137	-0.011144448	No change	100034519		
NC_133197.1	217656	220047	0.961848786	20.90945912	941	cgi9740	0.950711834	54.2734854	168	0.011136952	No change	322667		
NC_133193.1	845799	846501	0.002971677	17.47669468	424	cgi8052	0.014103927	72.71950549	117	-0.01113225	No change	334471		
NC_133194.1	51599590	51600500	0.00041159	40.77380952	672	cgi8858	0.011538358	103.2728448	89	-0.011126767	No change	570700		
NC_133199.1	32619248	32619637	0	10.13953488	258	cgi10694	0.011119098	45.1	60	-0.011119098	No change	393567		
NC_133180.1	23540732	23541110	0.002000365	18.46111111	175	cgi2254	0.013107413	51.96666667	60	-0.011107048	No change	100003611		
NC_133185.1	31645948	31646290	0.011550296	14.2797619	168	cgi4892	0.022651402	58.86547618	57	-0.011101107	No change	102031126		
NC_133192.1	261506	262568	0.952557992	13.34061634	623	cgi7577	0.963618551	52.92875	77	-0.011060559	No change	335110		
NC_133187.1	50559135	50559805	0.954548085	14.93269231	317	cgi5786	0.965590594	66.45876623	49	-0.011042509	No change	550273;137496858		
NC_133184.1	43551233	43551478	0.008233579	10.86315789	95	cgi4455	0.019253645	131.0666667	42	-0.011020065	No change	799853;564123		
NC_133195.1	20669990	20671542	0.004097527	12.15086433	932	cgi9006	0.015116499	100.9078734	200	-0.011018972	No change	555637		
NC_133193.1	2861424	2861801	0.947920233	13.26862875	163	cgi8084	0.958935512	36.975	46	-0.01101528	No change	619412		
NC_133198.1	48663971	48664780	0.000693806	18.36976744	430	cgi10450	0.011679212	32.53169856	147	-0.010985405	No change	64269		
NC_133180.1	42022908	42023283	0.000264971	10.88288288	222	cgi2373	0.011247105	169.15	78	-0.010982134	No change	450085		
NC_133180.1	64974871	64975140	0	11.28395062	162	cgi2441	0.010971234	50.41666667	36	-0.010971234	No change	101884856		
NC_133198.1	65417	65724	0.965395799	14.52097392	183	cgi10135	0.976365048	23.5	20	-0.010969249	No change	30176		
NC_133195.1	53151659	53151899	0.96634546	12.19722222	115	cgi9228	0.977311577	11.66666667	27	-0.010966117	No change	493783		
NC_133196.1	41886668	41887111	0.002018595	10.35833333	240	cgi9655	0.012983516	15.10047619	96	-0.010964922	No change	564098		
NC_133197.1	220735	221614	0.00022507	23.71976401	678	cgi9741	0.011187351	74.57675438	69	-0.010962281	No change	322667		
NC_133195.1	36401550	36402872	0.012373902	13.2748227	564	cgi9104	0.023331089	114.1041667	48	-0.010957186	No change	557280		
NC_133191.1	4736119	4736446	0.967631078	11.17669753	159	cgi7203	0.978565727	126.2884615	52	-0.010934649	No change	799896		
NC_133179.1	3286361	3287115	0.000711698	12.23566828	550	cgi1718	0.011645536	47.36430481	151	-0.010933838	No change	406815		
NC_133187.1	27564141	27564348	0.002411477	10.51282051	156	cgi5637	0.013321876	120.8375	80	-0.010910399	No change	566886		
NC_133182.1	33077884	33078970	0.026026957	14.33889564	444	cgi3424	0.01512301	92.46078432	80	0.010903947	No change	565419		
NC_133181.1	63289311	63290053	0.000550505	21.43421053	456	cgi3098	0.011420014	42.41915761	85	-0.010869509	No change	30116		
NC_133195.1	50620291	50620777	0.000867626	10.05380442	268	cgi9201	0.011732382	45.2717202	73	-0.010864756	No change	436839		
NC_133184.1	50449216	50449594	0.919416482	10.0965012	170	cgi4493	0.930265007	58.80555556	40	-0.010848525	No change	568184		
NC_133190.1	244822	245110	0.000528229	26.7816092	174	cgi6762	0.011375139	42.671875	60	-0.01084691	No change	100003446		
NC_133177.1	46228676	46229214	0.003801267	12.33405536	349	cgi929	0.014622316	75.3382353	68	-0.010821048	No change	799747		
NC_133193.1	8022738	8023026	0	10.40789474	228	cgi8116	0.010817795	37.74890351	79	-0.010817795	No change	570360;324164		
NC_133188.1	52140790	52141051	0	10.38	149	cgi6178	0.010740741	13.13333333	30	-0.010740741	No change	777607		
NC_133182.1	29843586	29843901	0	13.22397892	137	cgi3406	0.010714286	15.25	20	-0.010714286	No change	137496174;556842		
NC_133191.1	35957890	35958218	0.03723568	12.10897436	156	cgi7353	0.047940948	11.95151515	21	-0.010705268	No change	796276		
NC_133200.1	13710263	13710495	0	11.38	150	cgi11013	0.010694004	97.13888889	36	-0.010694004	No change	406672		
NC_133181.1	180320	180547	0.210421366	30.79710145	138	cgi2689	0.199733435	53.04501748	53	0.010687931	No change	403021		
NC_133177.1	34041825	34042434	0.088635111	12.23765432	324	cgi849	0.099320149	190.25	32	-0.010685038	No change	407620		
NC_133192.1	58621792	58622028	0.359476149	15.54166667	120	cgi7963	0.370138165	104.1447369	76	-0.010662015	No change	100003863		
NC_133176.1	9320686	9320908	0.004280582	14.18995098	101	cgi121	0.014912276	105.6666667	75	-0.010631694	No change	562363		
NC_133182.1	79981728	79981980	0.955401899	17.5942029	138	cgi3694	0.944814461	14.22548077	39	0.010587438	No change	100330629		
NC_133192.1	3789222	3789616	0.90834273	19.28571428	210	cgi7628	0.918923996	103.8005952	52	-0.010581266	No change	565629		
NC_133177.1	41248674	41249443	0.000153186	14.85416667	384	cgi891	0.010730126	55.38651316	73	-0.01057694	No change	368893;368892		
NC_133198.1	20557502	20558491	0.001505392	13.4983165	594	cgi10237	0.012016905	29.16716116	123	-0.010511513	No change	141380476;559796;137489111		
NC_133180.1	833103	833425	0.010658268	22.39247312	186	cgi2096	0.0211515	130.7517483	46	-0.010493232	No change	569360		
NC_133191.1	32121557	32121943	0.00402983	10.71519796	172	cgi7327	0.01451178	26.17307692	43	-0.01048195	No change	555764		
NC_133187.1	420813	421232	0.000616862	15.82269504	282	cgi5479	0.011098698	30.58832418	86	-0.010481836	No change	568951		
NC_133178.1	35838626	35839027	0.000994937	19.58764112	202	cgi1461	0.011446649	128.6944445	36	-0.010451712	No change	141381244;571341		
NC_133198.1	50084083	50084299	0.953706338	15.81666667	120	cgi10489	0.964147	81.88157895	76	-0.010440662	No change	403033		
NC_133185.1	11507685	11508016	0.001703543	10.06565656	198	cgi4816	0.012130373	77.63636364	44	-0.01042683	No change	353224		
NC_133183.1	19632114	19632578	0.001462213	16.37606838	234	cgi3904	0.011877512	30.39285714	28	-0.010415299	No change	555737		
NC_133178.1	22201660	22202141	0.000321331	23.74242424	330	cgi1340	0.010720667	95.1875	64	-0.010399336	No change	141381189;403025		
NC_133192.1	205098	205790	0.945144286	11.2764637	300	cgi7567	0.955513064	24.86111111	59	-0.010368778	No change	335110		
NC_133192.1	39378220	39378454	0.000555556	14.9	150	cgi7881	0.010915958	58.49122807	69	-0.010360402	No change	794477		
NC_133176.1	49500375	49501317	0.009904646	12.79019608	510	cgi330	0.020242404	21.21881868	80	-0.010337758	No change	562710		
NC_133200.1	1735636	1737079	0.974785994	12.16515251	544	cgi10894	0.985112192	58.04545455	44	-0.010326198	No change	570764;567119		
NC_133176.1	234152	234797	0.000323344	33.63559322	354	cgi23	0.010646848	98.32777779	38	-0.010323504	No change	323208		
NC_133198.1	46782	47508	0.92122873	22.43055556	288	cgi10134	0.93151432	108.6908213	87	-0.01028559	No change	141380604		
NC_133187.1	213816	214545	0.960371309	26.42753623	414	cgi5467	0.970652478	61.88888889	72	-0.010281169	No change	no_gene		
NC_133193.1	124687	125386	4.54E-05	26.75163399	612	cgi8021	0.010265963	52.2584525	197	-0.010220575	No change	110438074;110438116		
NC_133189.1	49469892	49470251	0.000777001	16.96296297	216	cgi6613	0.010985327	78.91666667	48	-0.010208327	No change	767630		
NC_133195.1	15019274	15019710	0.000277778	12.825	240	cgi8977	0.010467024	55.69444445	36	-0.010189246	No change	561832		
NC_133177.1	44164498	44165304	0.015432143	12.41071429	336	cgi905	0.025612371	40.90556713	114	-0.010180227	No change	553162		
NC_133190.1	33416701	33416935	0.018802056	10.44736842	114	cgi6942	0.028914139	32.28888889	32	-0.010112084	No change	394084;80368		
NC_133189.1	8984405	8984980	0.936274944	12.61833143	343	cgi6458	0.946380156	39.68534483	105	-0.010105212	No change	100270726		
NC_133196.1	22736720	22737193	0	12.17866371	257	cgi9571	0.010097054	36.25711952	49	-0.010097054	No change	562919		
NC_133176.1	53210807	53211036	0.097221347	15.6754386	114	cgi359	0.107297995	65.11813187	46	-0.010076648	No change	30701		
NC_133189.1	211781	212024	0	23.30645161	186	cgi6259	0.010002301	30.8034188	80	-0.010002301	No change	394014		
NC_133187.1	423437	423918	0.002363684	17.64548581	407	cgi5481	0.012345868	72.48825188	225	-0.009982184	No change	393393		
NC_133182.1	79982876	79983361	0.975409191	17.07539683	252	cgi3695	0.965443187	41.16339286	49	0.009966004	No change	100330629		
NC_133176.1	62937101	62938047	0.945638586	14.56673551	617	cgi516	0.935698352	22.92857143	56	0.009940234	No change	403007		
NC_133198.1	50354504	50355053	0.927424731	20.19476744	263	cgi10494	0.917489744	93.63782304	123	0.009934987	No change	101886244		
NC_133200.1	7525166	7525512	0.721339631	14.59827611	195	cgi10969	0.711414328	111.5394737	76	0.009925303	No change	no_gene		
NC_133200.1	2620930	2621575	0.024897885	13.59183674	294	cgi10907	0.034815356	70.48737374	38	-0.009917471	No change	no_gene		
NC_133190.1	545143	545352	0	12.16465406	127	cgi6769	0.009911616	12.85833333	22	-0.009911616	No change	100009656		
NC_133176.1	13493437	13494620	0.004350714	17.15463918	582	cgi164	0.014251241	38.82115385	50	-0.009900527	No change	393443		
NC_133176.1	59361854	59362403	0	14.94029851	335	cgi458	0.009898919	57.2588781	105	-0.009898919	No change	445076		
NC_133178.1	13224222	13224447	0.000338066	15.77011494	174	cgi1247	0.010221721	44.48611111	72	-0.009883654	No change	100329809;100329742		
NC_133198.1	26425382	26425667	0.002368776	14.45138889	144	cgi10273	0.012239384	32.87698413	46	-0.009870608	No change	565373		
NC_133188.1	12710363	12711074	0.007119888	12.28755798	337	cgi5953	0.016988882	14.61212121	38	-0.009868994	No change	100331377		
NC_133188.1	36556945	36557219	0.021078361	13.49444445	168	cgi6079	0.011232454	15.15151515	33	0.009845906	No change	567812		
NC_133188.1	56475113	56475363	0	15.63580247	152	cgi6225	0.009829701	39.45	20	-0.009829701	No change	393492		
NC_133193.1	1457938	1458512	0.001927317	16.54444444	270	cgi8061	0.011728493	110.3874459	74	-0.009801176	No change	794913		
NC_133180.1	42930637	42930939	0	14.98989899	198	cgi2378	0.009799803	22.975	41	-0.009799803	No change	137495624;337220;100001676		
NC_133180.1	778759	779239	0.94572592	16.23646724	231	cgi2095	0.955500957	37.06085526	81	-0.009775037	No change	569360;564021		
NC_133194.1	33473354	33473765	0.000378788	10.66046748	244	cgi8717	0.010151823	85.93181818	88	-0.009773035	No change	321726		
NC_133198.1	22663436	22663716	0.010363072	15.37356322	174	cgi10249	0.020123588	20.72916667	42	-0.009760516	No change	562529		
NC_133191.1	3787499	3787989	0.784159414	13.33602151	185	cgi7198	0.774434156	10.18518518	23	0.009725258	No change	100334689		
NC_133189.1	142232	142976	0.957265547	23.44795796	448	cgi6256	0.966989173	131.125	40	-0.009723627	No change	322893		
NC_133195.1	26799512	26799872	0	13.02777778	180	cgi9047	0.009717406	15.88888889	39	-0.009717406	No change	553788		
NC_133181.1	63033119	63033601	0.965716006	17.19595274	311	cgi3078	0.975429257	37.31014785	125	-0.009713251	No change	436853		
NC_133178.1	40655136	40655345	0.000831126	15.69354839	186	cgi1483	0.010539373	112.5200535	78	-0.009708247	No change	503589		
NC_133176.1	58453996	58454286	0	11.44433465	274	cgi444	0.0097019	74.55303031	132	-0.0097019	No change	562017;573145		
NC_133200.1	2416844	2417187	0.289294522	12.91071429	168	cgi10905	0.279593833	46.58030303	52	0.009700689	No change	no_gene		
NC_133193.1	7638684	7639216	0.010215101	13.37405732	310	cgi8112	0.019907775	65.11	90	-0.009692674	No change	555340		
NC_133189.1	49834038	49834476	0.001124922	15.1036036	222	cgi6617	0.010815691	43.87173077	69	-0.009690769	No change	566937		
NC_133188.1	40031986	40032455	0	16.16097677	227	cgi6111	0.009666016	20.184375	58	-0.009666016	No change	334599		
NC_133185.1	11372731	11373065	0.002471808	13.2037037	162	cgi4814	0.012087968	18.01666667	55	-0.00961616	No change	550432		
NC_133190.1	1574416	1574843	0.002158032	11.76666667	168	cgi6776	0.011694686	37.53846154	52	-0.009536654	No change	327373;494082;192332		
NC_133198.1	21316342	21317703	0.000389681	10.72351865	563	cgi10242	0.009905932	28.50641026	121	-0.009516251	No change	557842		
NC_133176.1	317918	319443	0.939199098	12.54949404	564	cgi30	0.948694174	37.51890106	223	-0.009495076	No change	792623		
NC_133181.1	61519856	61520216	0.96985408	16.16112231	191	cgi3052	0.960371726	79.74270833	63	0.009482355	No change	404631		
NC_133192.1	135367	136090	0.77841392	29.30952381	420	cgi7553	0.76897051	59.25248823	179	0.00944341	No change	404617		
NC_133186.1	154728	154963	0.000326797	20.96666667	180	cgi5068	0.009756941	30.75	28	-0.009430144	No change	556951;100149572		
NC_133188.1	39904351	39904854	0.001121463	13.5764724	281	cgi6108	0.010543021	45.40625	108	-0.009421558	No change	560257		
NC_133180.1	78840849	78841104	0	18.17592593	216	cgi2569	0.00941902	63.47368421	76	-0.00941902	No change	402930;141385701		
NC_133181.1	6495758	6495995	0.834318063	13.12962963	108	cgi2787	0.843703715	76.83928572	56	-0.009385651	No change	141386167		
NC_133188.1	56553320	56553915	0.950289772	16.98057961	259	cgi6235	0.959664277	85.89003359	107	-0.009374504	No change	108449885		
NC_133195.1	58105241	58105758	0.875921106	12.92186072	299	cgi9303	0.885292353	43.77315964	117	-0.009371248	No change	100334245		
NC_133181.1	114421	116455	0.966931756	25.81704261	798	cgi2677	0.976186119	66.34034988	331	-0.009254364	No change	100009623		
NC_133176.1	693599	693953	0	16.64102564	234	cgi54	0.009212784	22.79545455	48	-0.009212784	No change	100331669		
NC_133181.1	54222884	54223144	0	11.88636364	132	cgi3001	0.009139652	39.38888889	24	-0.009139652	No change	795522		
NC_133197.1	4185062	4185367	0.345827909	10.71212121	112	cgi9851	0.336721212	109.8571429	28	0.009106698	No change	141380132		
NC_133181.1	576948	577169	0.053470466	10.227657	143	cgi2716	0.062571165	79.52380951	84	-0.0091007	No change	492354		
NC_133194.1	31771054	31771422	0.000208855	11.49561404	228	cgi8711	0.009248997	93.78571427	28	-0.009040142	No change	406321;393289		
NC_133186.1	6542152	6542553	0.001042781	13.415	200	cgi5139	0.010079633	71.13254831	89	-0.009036852	No change	141376522;393497;110437764		
NC_133195.1	58306579	58307606	0.004906793	12.4380531	678	cgi9309	0.013914446	103.5133928	224	-0.009007654	No change	406394		
NC_133185.1	33112713	33113000	0	11.50617284	162	cgi4907	0.009000253	30.6	50	-0.009000253	No change	562242		
NC_133176.1	57502422	57503139	0.958045026	10.97648709	305	cgi424	0.94906433	33.16611842	70	0.008980696	No change	30131;141375095		
NC_133190.1	45476332	45476672	0.000358423	10.91003584	185	cgi7030	0.009311915	30.26984127	34	-0.008953492	No change	567212		
NC_133198.1	10897895	10898236	0.000478927	13.61494253	174	cgi10215	0.009416167	85.725	40	-0.008937239	No change	368248		
NC_133182.1	52190945	52191186	0	17.77777778	126	cgi3537	0.008928571	19.54166667	24	-0.008928571	No change	569538		
NC_133190.1	33350876	33351256	0.645310821	16.46774194	186	cgi6940	0.654204963	13.125	22	-0.008894142	No change	394084;80368		
NC_133178.1	15040633	15041434	0.000957191	10.48333333	420	cgi1277	0.009848485	10.54545455	23	-0.008891294	No change	564307		
NC_133196.1	29610897	29611515	0.000219298	17.37083333	240	cgi9592	0.009086367	27.16666667	36	-0.008867069	No change	566908;192305		
NC_133183.1	58702643	58702882	0.962632961	11.0952381	120	cgi4101	0.971451283	40.1	40	-0.008818322	No change	368221		
NC_133195.1	192205	192437	0.929251489	23.54487179	156	cgi8871	0.92044476	106.25	20	0.008806729	No change	566552		
NC_133198.1	34479609	34479958	0.083268458	15.44882382	221	cgi10329	0.07447609	42.49862637	53	0.008792368	No change	541552		
NC_133190.1	2605765	2606471	0.968046626	16.17021277	282	cgi6788	0.976837077	68.18421053	76	-0.008790451	No change	100535524		
NC_133194.1	145158	145730	0.942503158	23.60185185	216	cgi8466	0.933721093	67.58125	38	0.008782065	No change	100302472		
NC_133195.1	2605799	2606028	0.964798239	14.77832244	106	cgi8921	0.956036248	49.15873016	30	0.008761991	No change	445483		
NC_133197.1	786581	787243	0.000177683	12.50746269	402	cgi9800	0.008928571	10.55208333	30	-0.008750888	No change	141380116;30079		
NC_133190.1	4814218	4814681	0.000479783	21.24276801	256	cgi6804	0.00911552	101.4728261	77	-0.008635737	No change	795516;402996		
NC_133182.1	24479285	24479599	0	14.16091954	174	cgi3364	0.008609981	36.45	40	-0.008609981	No change	559677		
NC_133196.1	160918	161203	0.958916533	23.12365591	186	cgi9348	0.967480598	93.55000001	60	-0.008564064	No change	30307		
NC_133177.1	45188350	45188729	0	15.91666667	204	cgi911	0.008548913	60.46153846	52	-0.008548913	No change	324303;570409		
NC_133176.1	50755134	50755499	0.914490079	14.60555555	180	cgi343	0.92303057	10.66666667	27	-0.008540491	No change	114403		
NC_133176.1	9315837	9316188	0.949444892	11.05661616	145	cgi120	0.957930028	51.33993071	78	-0.008485136	No change	562363		
NC_133181.1	9534112	9534426	0.009567469	15.09333333	150	cgi2804	0.017952636	16.66666667	21	-0.008385167	No change	567944;550464		
NC_133190.1	18754970	18755369	0.000260417	12.8125	240	cgi6859	0.008621159	62	56	-0.008360742	No change	553621		
NC_133200.1	40087792	40088205	0.960532188	25.08095238	210	cgi11234	0.952185891	25.53812636	43	0.008346297	No change	100330319		
NC_133177.1	296563	296922	0.971315417	19.87820513	156	cgi637	0.979648256	97.96458333	62	-0.008332838	No change	327586		
NC_133190.1	25674595	25675006	0	10.28166402	203	cgi6894	0.008323761	11.28819444	21	-0.008323761	No change	792470;492364		
NC_133183.1	21065968	21066583	0.000554549	18.01181248	257	cgi3913	0.008874459	14.5	22	-0.00831991	No change	100148883		
NC_133188.1	56491985	56492261	0	12.02380952	148	cgi6226	0.008314394	11.29545455	32	-0.008314394	No change	406554		
NC_133188.1	39369955	39370467	0.008807129	11.6503268	296	cgi6098	0.017089013	59.62198912	73	-0.008281884	No change	492810;405873		
